employee_id,date,first_name,last_name,gender,dob,headcount_flag,leavers_flag,termination_date,joiners_flag,voluntary_leavers_flag,involuntary_leavers_flag,department,work_location_country,work_location_city,seniority_level,performance_rating,behaviour_rating,ethnicity
72-9379087,4/12/2022,Sib,Hailwood,Female,6/20/1978,1,0,,1,0,0,Marketing,Philippines,Buliran,8,Unacceptable,Needs Improvement,White
89-1655257,5/8/2021,Ambrosi,Cluckie,Male,9/27/1990,1,0,,0,0,0,Research and Development,France,Melun,2,Needs Improvement,Unacceptable,Arab
47-5882884,3/25/2021,Clywd,Chapleo,Male,1/6/1960,1,0,,0,0,0,Marketing,Italy,Genova,8,Exceeds Expectations,Exceeds Expectations,Irish
82-1517602,5/6/2022,Danny,Jorck,Male,12/1/1988,1,0,,0,0,0,Research and Development,Vietnam,Vạn Giã,5,Unacceptable,Outstanding,African
90-5922516,5/15/2021,Quinn,Cashley,Female,11/6/1972,1,0,,1,0,0,Services,Russia,Uzlovaya,5,Outstanding,Unacceptable,Arab
29-5145954,10/28/2019,Lexie,Brevitt,Female,1/28/1999,1,0,,1,0,0,Accounting,Philippines,Cabusao,3,Meets Expectations,Needs Improvement,Indian
22-9849270,9/17/2019,Rosanne,Parmby,Female,8/11/1991,1,0,,1,0,0,Training,Philippines,Tipo-Tipo,9,Exceeds Expectations,Needs Improvement,Bangladeshi
33-7744658,2/28/2019,Cordie,Wooller,Female,4/2/1958,1,0,,1,0,0,Support,Indonesia,Imulolong,10,Needs Improvement,Exceeds Expectations,African
81-1642805,7/20/2019,Shani,Pietranek,Female,7/30/1983,1,1,1/30/2019,1,1,0,Training,Ukraine,Otyniya,4,Meets Expectations,Needs Improvement,White
80-1087728,9/27/2019,Juliana,Gellett,Female,9/9/1991,1,0,,1,0,0,Sales,Philippines,San Pedro One,8,Exceeds Expectations,Outstanding,White 
61-2166692,12/25/2019,Randene,Laxen,Female,10/24/1980,1,0,,1,0,0,Product Management,Russia,Zheleznodorozhnyy,3,Exceeds Expectations,Exceeds Expectations,White
47-9591247,1/3/2020,June,MacAndrew,Female,7/5/1994,1,0,,0,0,0,Services,Lesotho,Butha-Buthe,5,Meets Expectations,Outstanding,Chinese
12-5183115,11/6/2020,Gregor,Franceschi,Male,5/21/1963,1,0,,0,0,0,Accounting,United States,Saint Petersburg,7,Unacceptable,Needs Improvement,Pakistani
55-8740962,1/31/2021,Mason,Paff,Male,5/30/2003,1,0,,0,0,0,Business Development,Ireland,Lucan,8,Outstanding,Outstanding,White
18-0103481,7/26/2022,Chantal,Parysiak,Female,7/6/1987,1,0,,1,0,0,Human Resources,Indonesia,Cibitung,1,Outstanding,Exceeds Expectations,Indian
98-9914943,7/30/2019,Wendy,Drillingcourt,Female,5/19/1990,1,0,,1,0,0,Training,Argentina,Villa Ojo de Agua,4,Outstanding,Outstanding,Pakistani
04-2593369,5/29/2019,Barron,Nix,Female,4/10/2000,1,0,,1,0,0,Legal,Austria,Altenberg bei Linz,5,Outstanding,Outstanding,Bangladeshi
84-3181628,6/10/2019,Selina,Carletti,Female,4/22/1974,1,0,,0,0,0,Legal,Indonesia,Ciseureuheun,1,Outstanding,Unacceptable,Chinese
22-9978571,3/15/2021,Shae,McBean,Female,1/1/1972,1,0,,0,0,0,Support,Poland,Mstów,7,Needs Improvement,Outstanding,African
39-6516881,5/12/2022,Sonnnie,Smeal,Female,4/27/1983,1,1,6/20/2022,1,0,1,Product Management,New Zealand,Whakatane,3,Exceeds Expectations,Needs Improvement,Caribbean
73-8886281,4/26/2021,Norine,Nunnerley,Female,5/28/1987,1,0,,0,0,0,Legal,China,Tange Zhen,7,Needs Improvement,Unacceptable,White
70-8130975,2/11/2022,Gussi,Ghioni,Polygender,2/3/1980,1,0,,1,0,0,Product Management,Indonesia,Belang,4,Exceeds Expectations,Outstanding,Arab
03-6179388,7/17/2021,Burg,Liveing,Male,5/3/1980,1,0,,0,0,0,Legal,China,Qiaotou,8,Meets Expectations,Needs Improvement,Irish
15-9028390,4/22/2022,Theodore,Longworthy,Male,1/19/1997,1,0,,0,0,0,Engineering,Greece,Asprángeloi,5,Needs Improvement,Needs Improvement,African
35-7017670,2/7/2021,Gerek,Imason,Male,1/29/1983,1,0,,0,0,0,Training,Poland,Wesoła,2,Unacceptable,Exceeds Expectations,Arab
30-2763916,1/30/2020,Mae,Sex,Genderfluid,2/10/1960,1,0,,0,0,0,Accounting,Brazil,Sacramento,8,Meets Expectations,Outstanding,Indian
34-1263991,10/6/2019,Solomon,Mulvagh,Male,5/23/1968,1,0,,0,0,0,Human Resources,Brazil,Ijuí,5,Outstanding,Outstanding,Bangladeshi
71-7605294,3/17/2020,Antonino,Aronin,Male,12/9/1956,1,0,,0,0,0,Accounting,Saint Lucia,Canaries,9,Outstanding,Unacceptable,African
44-7358723,11/14/2019,Reiko,Torrijos,Female,4/1/1983,1,0,,0,0,0,Engineering,Ireland,Arklow,7,Unacceptable,Meets Expectations,White
99-9289182,3/29/2022,Fons,Wetter,Male,8/5/1990,1,0,,1,0,0,Engineering,Sweden,Billdal,8,Unacceptable,Meets Expectations,White 
92-1273033,3/20/2020,Romain,Grayshan,Male,11/29/1985,1,0,,0,0,0,Accounting,Philippines,Lila,6,Unacceptable,Needs Improvement,White
94-5568989,2/22/2020,Cordelie,Razoux,Female,6/15/1974,1,0,,0,0,0,Marketing,China,Longzui,10,Exceeds Expectations,Meets Expectations,Chinese
64-7875950,4/14/2020,Elfreda,Etchingham,Female,6/27/1987,1,0,,0,0,0,Sales,Poland,Kawęczyn,9,Exceeds Expectations,Meets Expectations,Pakistani
13-8866197,11/19/2021,Elaine,Westrey,Female,11/4/1984,1,1,4/12/2019,0,0,1,Services,Russia,Uchaly,1,Needs Improvement,Needs Improvement,White
42-9804822,11/25/2020,Hewett,Remirez,Male,4/15/1972,1,0,,1,0,0,Marketing,Macedonia,Матејче,2,Outstanding,Exceeds Expectations,Indian
60-6148603,11/18/2021,Kaleena,McMurty,Female,6/9/1968,1,0,,1,0,0,Accounting,Philippines,Palangue,5,Meets Expectations,Unacceptable,Pakistani
64-5540780,4/6/2021,Hernando,Moro,Male,4/23/1983,1,1,5/18/2021,0,1,0,Training,Chad,Aozou,4,Exceeds Expectations,Needs Improvement,Bangladeshi
28-8899894,2/6/2022,Dav,Airy,Male,3/15/1957,1,1,3/6/2020,0,0,1,Product Management,Egypt,Akhmīm,4,Unacceptable,Unacceptable,Chinese
86-4677946,1/13/2020,Crissie,Vale,Female,8/11/1995,1,0,,0,0,0,Business Development,Greece,Anthoúsa,3,Exceeds Expectations,Meets Expectations,African
78-9066163,5/11/2020,Claudie,Vicioso,Non-binary,7/22/1983,1,0,,0,0,0,Accounting,Yemen,Al Munīrah,2,Outstanding,Exceeds Expectations,Caribbean
64-7276053,1/23/2021,Larry,Kliemann,Male,11/16/1994,1,0,,1,0,0,Marketing,Portugal,Azenhas do Mar,9,Outstanding,Unacceptable,White
67-7897669,11/22/2021,Rudolph,Riediger,Male,8/19/1974,1,0,,1,0,0,Training,China,Zonghan,4,Unacceptable,Unacceptable,Arab
80-2153653,2/29/2020,Mervin,Lamball,Male,8/7/1960,1,0,,0,0,0,Marketing,Russia,Tuapse,10,Needs Improvement,Meets Expectations,Irish
44-0636914,7/20/2022,Edlin,Lundberg,Male,9/4/1960,1,0,,1,0,0,Sales,Botswana,Nokaneng,5,Needs Improvement,Unacceptable,African
96-7913953,5/7/2020,Erek,Rissom,Male,10/14/1955,1,0,,1,0,0,Human Resources,Indonesia,Lodan Wetan,7,Unacceptable,Unacceptable,Arab
00-9139443,9/7/2021,Jacquelin,Ca,Female,5/7/1955,1,0,,0,0,0,Marketing,Japan,Komono,4,Unacceptable,Outstanding,Indian
68-0749365,3/2/2020,Ariella,Vause,Female,3/6/1954,1,0,,1,0,0,Human Resources,Cuba,Perico,2,Outstanding,Unacceptable,Bangladeshi
77-1611149,7/15/2021,Gale,Drillot,Male,8/18/1999,1,0,,0,0,0,Human Resources,Russia,Vilya,10,Unacceptable,Outstanding,African
64-7785996,3/3/2019,Winthrop,Burnes,Male,2/4/1956,1,1,9/29/2022,1,0,1,Human Resources,France,Saint-Laurent-Blangy,10,Unacceptable,Needs Improvement,White
17-7977976,6/11/2022,Sanson,Jeanel,Male,11/21/1978,1,0,,1,0,0,Training,Poland,Boguszów-Gorce,1,Unacceptable,Meets Expectations,White 
43-3519751,5/22/2021,Ranice,Tschirasche,Female,4/5/1975,1,0,,0,0,0,Research and Development,China,Luyang,4,Exceeds Expectations,Outstanding,White
40-9979051,11/27/2019,Garth,Janson,Genderfluid,12/17/1984,1,0,,0,0,0,Marketing,Greece,Árta,4,Unacceptable,Unacceptable,Chinese
66-4140558,8/6/2022,Noland,Buxsey,Male,12/2/1957,1,0,,1,0,0,Marketing,Tanzania,Ilembula,1,Unacceptable,Needs Improvement,Pakistani
74-7733842,10/29/2019,Athene,Capitano,Female,7/24/1993,1,0,,0,0,0,Human Resources,Ivory Coast,Agboville,7,Meets Expectations,Exceeds Expectations,White
82-5242121,6/1/2019,Ray,Bernaldo,Female,11/7/1970,1,0,,0,0,0,Training,Indonesia,Cikadondongdesa,10,Exceeds Expectations,Exceeds Expectations,Indian
31-3630171,2/13/2021,Brennen,Cossom,Male,2/9/1982,1,0,,1,0,0,Support,United States,Arlington,3,Unacceptable,Needs Improvement,Pakistani
20-4417809,1/2/2021,Xever,Corwin,Male,5/30/1996,1,0,,1,0,0,Human Resources,Brazil,Barão de Melgaço,3,Outstanding,Outstanding,Bangladeshi
50-6243571,7/18/2021,Lamond,Tuminini,Male,2/7/1979,1,0,,0,0,0,Research and Development,Philippines,Binubusan,8,Outstanding,Meets Expectations,Chinese
75-9769567,5/27/2022,Kaspar,Kemmer,Male,12/1/1985,1,1,1/22/2019,1,1,0,Support,Ukraine,Kornyn,5,Unacceptable,Needs Improvement,African
30-4277564,6/11/2022,Alonso,Antoszewski,Male,7/19/1999,1,0,,0,0,0,Human Resources,Russia,Zheleznogorsk,1,Meets Expectations,Unacceptable,Caribbean
75-5081269,3/12/2020,Daria,Savile,Genderqueer,12/28/1974,1,0,,1,0,0,Services,Philippines,Abucay,7,Meets Expectations,Exceeds Expectations,White
56-5421144,8/16/2021,Theodosia,Chretien,Female,11/6/1954,1,0,,0,0,0,Sales,Portugal,Selmes,6,Outstanding,Unacceptable,Arab
40-9953328,11/27/2019,Nicolais,Van Rembrandt,Male,12/20/1994,1,0,,1,0,0,Research and Development,Panama,El Rincón,7,Meets Expectations,Outstanding,Irish
05-9836537,5/25/2021,Kally,Matousek,Female,7/11/1960,1,0,,0,0,0,Product Management,Russia,Saratov,1,Meets Expectations,Unacceptable,African
54-8480862,6/27/2019,Niccolo,Culham,Male,5/23/1986,1,0,,1,0,0,Accounting,Indonesia,Tolomango,8,Exceeds Expectations,Outstanding,Arab
88-9296699,11/15/2021,Evey,Collie,Genderqueer,12/17/1962,1,1,11/8/2022,0,1,0,Product Management,Russia,Ob’,2,Outstanding,Outstanding,Indian
40-8623225,5/28/2019,Zahara,Mollett,Non-binary,12/20/1994,1,0,,1,0,0,Marketing,Russia,Nezhinka,6,Exceeds Expectations,Unacceptable,Bangladeshi
30-7029315,1/31/2021,Elana,MacAindreis,Female,8/19/1951,1,1,2/28/2019,0,0,1,Legal,Faroe Islands,Sandur,3,Needs Improvement,Needs Improvement,African
63-8947885,4/18/2019,Mill,Kemmis,Male,10/3/1981,1,0,,0,0,0,Accounting,Sweden,Mariefred,1,Unacceptable,Needs Improvement,White
29-6142320,12/1/2020,Anne-marie,Marcos,Female,6/1/1979,1,0,,1,0,0,Marketing,Egypt,Bilbays,10,Exceeds Expectations,Unacceptable,White 
83-0753760,1/22/2022,Corene,Seggie,Female,2/23/1966,1,0,,0,0,0,Training,Indonesia,Bunirasa,9,Exceeds Expectations,Needs Improvement,White
90-4727712,5/31/2022,Serge,Stanlake,Male,6/20/1980,1,0,,0,0,0,Accounting,Brazil,Rio Verde de Mato Grosso,3,Outstanding,Unacceptable,Chinese
98-2409449,4/16/2022,Aldo,Saltrese,Male,8/16/1963,1,0,,1,0,0,Sales,China,Erdu,9,Needs Improvement,Meets Expectations,Pakistani
70-2127300,12/25/2019,Kamila,Danilyak,Female,12/30/1956,1,1,5/25/2020,1,0,1,Human Resources,Russia,Partizan,2,Outstanding,Exceeds Expectations,White
84-6822939,11/5/2019,Witty,Bosse,Male,12/25/1965,1,0,,0,0,0,Human Resources,Indonesia,Ciusul,4,Meets Expectations,Exceeds Expectations,Indian
08-7965960,8/28/2020,Martguerita,Sivior,Female,6/25/1975,1,0,,1,0,0,Training,Ireland,Muff,3,Outstanding,Unacceptable,Pakistani
54-5499648,4/14/2022,Lyndsie,Wilcocke,Female,8/21/1987,1,0,,0,0,0,Research and Development,France,Orléans,4,Needs Improvement,Outstanding,Bangladeshi
08-8938437,7/12/2020,Orlan,Szubert,Male,8/3/1955,1,1,4/1/2019,0,1,0,Support,Russia,Issad,8,Outstanding,Outstanding,Chinese
60-7088263,10/5/2019,Brenda,Dufty,Female,7/24/1981,1,1,12/30/2019,1,1,0,Research and Development,Albania,Kthella e Epërme,5,Needs Improvement,Unacceptable,African
20-6304606,1/25/2020,Meghann,Down,Female,1/16/1978,1,1,2/29/2020,0,0,1,Research and Development,Czech Republic,Cheb,8,Meets Expectations,Outstanding,Caribbean
28-5954705,3/20/2022,Rancell,Cosgrave,Male,7/28/2000,1,0,,0,0,0,Marketing,Ukraine,Zvenyhorodka,1,Needs Improvement,Meets Expectations,White
09-3689037,2/17/2021,Ker,Goakes,Male,8/17/1955,1,0,,0,0,0,Business Development,Indonesia,Padangbatung,7,Meets Expectations,Outstanding,Arab
56-4670645,9/16/2021,Kelsi,Keeves,Male,7/11/1968,1,0,,1,0,0,Legal,Brazil,Juripiranga,1,Outstanding,Unacceptable,Irish
95-1253020,3/5/2021,Sosanna,Spat,Female,1/13/1977,1,1,3/5/2022,1,1,0,Training,Ukraine,Alchevs’k,4,Meets Expectations,Unacceptable,African
40-2406343,4/20/2020,Delcina,Goodfellowe,Female,6/21/2002,1,0,,0,0,0,Marketing,Russia,Nizhnyaya Salda,6,Outstanding,Unacceptable,Arab
04-9782912,4/3/2019,Geneva,Benford,Non-binary,8/27/1968,1,0,,1,0,0,Business Development,Indonesia,Karangarjo,3,Exceeds Expectations,Exceeds Expectations,Indian
55-7504451,12/25/2020,Aviva,Phython,Male,4/6/1998,1,0,,1,0,0,Legal,Colombia,Cubará,1,Meets Expectations,Needs Improvement,Bangladeshi
42-0662441,1/8/2020,Frasco,Halbeard,Male,2/28/1995,1,0,,1,0,0,Accounting,Indonesia,Salanegara,2,Exceeds Expectations,Meets Expectations,African
65-7791350,4/24/2020,Crin,Rudall,Female,6/2/2002,1,1,11/13/2020,0,1,0,Business Development,China,Xiaolan,3,Meets Expectations,Unacceptable,White
55-3311976,7/31/2021,Rosalyn,Baudts,Female,6/25/1982,1,0,,0,0,0,Legal,Russia,Abakan,8,Needs Improvement,Needs Improvement,White 
88-9518905,11/12/2021,Kingsly,Kingcote,Male,5/10/1978,1,0,,0,0,0,Sales,China,Shitang,7,Needs Improvement,Meets Expectations,White
09-0128273,9/4/2020,Melva,Danihel,Female,9/28/1959,1,0,,0,0,0,Training,Moldova,Orhei,7,Needs Improvement,Unacceptable,Chinese
04-3037904,10/10/2021,Elbertine,Pie,Female,4/15/1991,1,0,,1,0,0,Marketing,China,Shankeng,5,Unacceptable,Meets Expectations,Pakistani
21-6281037,4/3/2021,Billie,Alleyn,Male,10/21/1965,1,0,,0,0,0,Marketing,South Korea,Gyodong,2,Meets Expectations,Meets Expectations,White
09-1702325,10/15/2021,Hermione,Monckman,Female,10/24/1967,1,0,,1,0,0,Accounting,Sweden,Tungelsta,6,Needs Improvement,Needs Improvement,Chinese
42-5284050,8/9/2022,Ado,Beswick,Male,8/8/2000,1,0,,1,0,0,Services,Japan,Kamiichi,4,Outstanding,Exceeds Expectations,Pakistani
28-1954477,8/28/2019,Marget,Slee,Female,7/11/1954,1,0,,0,0,0,Support,Argentina,Villa Ángela,8,Needs Improvement,Needs Improvement,White
79-5346829,3/6/2021,Shae,Durban,Male,4/21/1995,1,1,10/17/2019,1,1,0,Marketing,Turkmenistan,Türkmenbaşy,3,Needs Improvement,Meets Expectations,Indian
45-2114002,4/28/2020,Noland,Kmietsch,Female,4/22/1994,1,0,,1,0,0,Legal,China,Sanxianling,9,Needs Improvement,Needs Improvement,Pakistani
40-4406009,10/8/2019,Meggie,Garms,Female,1/5/1964,1,0,,0,0,0,Marketing,Philippines,Cartagena,2,Outstanding,Unacceptable,Bangladeshi
31-0149743,3/18/2021,Daphene,Holberry,Male,11/2/1979,1,0,,1,0,0,Engineering,China,Guandu,10,Unacceptable,Unacceptable,Chinese
74-5133997,9/9/2022,Fulvia,Chaplin,Female,12/11/1958,1,0,,1,0,0,Business Development,China,Yuguan,5,Unacceptable,Outstanding,African
90-7357071,10/12/2021,Ring,Puller,Male,8/5/1965,1,0,,1,0,0,Human Resources,Ukraine,Nemyriv,2,Meets Expectations,Needs Improvement,Caribbean
16-2607844,8/4/2020,Skelly,Surby,Male,7/2/1982,1,0,,1,0,0,Support,Cuba,Perico,1,Meets Expectations,Unacceptable,White
24-5476146,7/20/2019,Mala,Jaye,Female,2/19/1966,1,0,,0,0,0,Engineering,China,Shanggu,3,Outstanding,Needs Improvement,Arab
55-3711973,1/14/2022,Morlee,Stockall,Male,8/9/1967,1,0,,1,0,0,Business Development,Indonesia,Rajadesa,6,Exceeds Expectations,Needs Improvement,Irish
40-7023831,10/13/2019,Darryl,Blincko,Male,9/20/1957,1,0,,1,0,0,Product Management,China,Guangchen,6,Meets Expectations,Exceeds Expectations,African
84-3164251,9/1/2019,Kata,Mustin,Female,4/29/1968,1,1,7/20/2019,0,0,1,Business Development,China,Damao,2,Meets Expectations,Unacceptable,Arab
62-6450015,3/10/2019,Garold,Mussett,Male,8/5/1983,1,0,,1,0,0,Support,China,Xinzha,4,Outstanding,Exceeds Expectations,Indian
59-3586392,8/18/2019,Prudence,Dytham,Female,2/19/1969,1,0,,0,0,0,Services,Sweden,Åkersberga,4,Outstanding,Needs Improvement,Bangladeshi
74-5095725,9/8/2021,Ennis,Smeall,Non-binary,7/22/1950,1,0,,0,0,0,Business Development,Russia,Novoalekseyevskaya,7,Needs Improvement,Outstanding,African
69-5762079,6/15/2020,Eli,Shambrooke,Male,8/17/1958,1,0,,0,0,0,Human Resources,Vietnam,Thị Trấn Mù Cang Chải,1,Unacceptable,Needs Improvement,White
01-9616666,7/19/2022,Jeanne,Tunniclisse,Non-binary,3/14/1969,1,0,,1,0,0,Human Resources,Argentina,Villa Castelli,2,Outstanding,Unacceptable,White 
92-0688084,10/17/2020,Merl,Stock,Female,4/13/1967,1,0,,0,0,0,Accounting,China,Qizhen,3,Exceeds Expectations,Meets Expectations,White
92-6936739,9/9/2021,Alexis,Wellbeloved,Female,6/17/1969,1,1,1/7/2022,1,1,0,Research and Development,China,Xushan,5,Exceeds Expectations,Meets Expectations,Chinese
53-3103772,2/13/2020,Claire,Terran,Male,12/17/1951,1,1,4/19/2019,0,0,1,Engineering,Hungary,Budapest,7,Unacceptable,Unacceptable,Pakistani
18-7110703,9/27/2021,Oran,Whisby,Male,10/20/1998,1,0,,0,0,0,Human Resources,Kazakhstan,Ordzhonikidze,4,Meets Expectations,Exceeds Expectations,White
62-1710833,11/19/2019,Danya,Castagnone,Male,7/23/1962,1,0,,1,0,0,Services,China,Huangma,1,Meets Expectations,Unacceptable,Indian
27-6025065,12/27/2019,Fabiano,Archambault,Male,5/13/1952,1,0,,1,0,0,Services,Philippines,Bilao,4,Outstanding,Needs Improvement,Pakistani
05-2467127,2/7/2021,Carce,Blackster,Male,5/9/1963,1,0,,0,0,0,Services,Indonesia,Gugut,4,Exceeds Expectations,Exceeds Expectations,Bangladeshi
08-6976352,11/3/2020,Carlene,Dany,Female,9/30/1974,1,0,,1,0,0,Support,Philippines,Tudela,1,Exceeds Expectations,Needs Improvement,Chinese
32-2745197,8/3/2020,Riki,O'Hagan,Female,1/4/1993,1,0,,0,0,0,Services,Philippines,Bago City,4,Unacceptable,Outstanding,African
15-7242336,10/31/2020,Auria,Varvell,Female,3/25/1956,1,0,,0,0,0,Legal,Slovenia,Bakovci,9,Outstanding,Needs Improvement,Caribbean
39-9662696,5/5/2022,Phaidra,Conisbee,Male,4/16/2002,1,0,,0,0,0,Engineering,China,Weixin,10,Unacceptable,Unacceptable,White
91-6264358,1/24/2022,Jermayne,Loseke,Male,12/16/1962,1,1,4/23/2019,1,0,1,Training,Philippines,Balinad,4,Needs Improvement,Exceeds Expectations,Arab
17-5729150,5/11/2021,Noland,Zappel,Male,6/6/1973,1,0,,1,0,0,Product Management,Botswana,Tonota,3,Needs Improvement,Outstanding,Irish
44-7342566,12/2/2020,Fritz,Feronet,Male,8/12/1982,1,0,,0,0,0,Business Development,Indonesia,Imulolong,10,Exceeds Expectations,Unacceptable,African
35-1968017,12/26/2021,Emlynn,Smaridge,Female,2/16/1976,1,0,,1,0,0,Human Resources,Indonesia,Pakong,10,Exceeds Expectations,Unacceptable,Arab
80-0011613,9/15/2020,Holden,Lister,Male,5/27/1952,1,0,,0,0,0,Support,Indonesia,Kotabumi,6,Unacceptable,Unacceptable,Indian
56-8534313,12/9/2021,Rodge,Skully,Male,2/4/1972,1,1,4/17/2020,1,0,1,Product Management,Philippines,Consolacion,1,Meets Expectations,Exceeds Expectations,Bangladeshi
67-4641054,10/6/2021,Klaus,Simmon,Male,5/14/1960,1,0,,1,0,0,Business Development,United States,Dallas,6,Exceeds Expectations,Unacceptable,African
05-8721570,8/28/2022,Goddart,Readitt,Male,9/15/1997,1,0,,1,0,0,Support,China,Zhili,10,Outstanding,Outstanding,White
99-1487077,10/5/2021,Traci,Clemont,Female,12/31/1978,1,0,,1,0,0,Marketing,Brazil,Satuba,8,Needs Improvement,Needs Improvement,White 
90-2421154,9/14/2019,Friederike,Stallard,Female,1/1/1984,1,0,,0,0,0,Marketing,Poland,Załuski,4,Unacceptable,Exceeds Expectations,White
63-7616497,4/12/2019,Carley,Redihalgh,Female,11/25/1995,1,0,,0,0,0,Services,Indonesia,Cikabuyutan Barat,5,Outstanding,Meets Expectations,Chinese
38-1712648,12/11/2021,Paton,Jonke,Male,3/8/1987,1,0,,0,0,0,Research and Development,United States,Scottsdale,6,Unacceptable,Exceeds Expectations,Pakistani
91-9666757,5/3/2021,Alain,Laughrey,Male,10/6/1992,1,0,,1,0,0,Human Resources,Nigeria,Oji River,10,Unacceptable,Unacceptable,White
99-3861397,4/25/2019,Pat,Anear,Female,2/23/1969,1,0,,1,0,0,Human Resources,Russia,Rassvet,8,Unacceptable,Needs Improvement,Indian
71-1799435,8/24/2020,Jarrod,Rau,Male,11/26/1955,1,0,,0,0,0,Marketing,Philippines,Cabungan,4,Exceeds Expectations,Exceeds Expectations,Pakistani
74-8931741,8/24/2022,Deerdre,Telling,Female,9/23/1967,1,0,,0,0,0,Legal,France,Aubagne,1,Needs Improvement,Outstanding,Bangladeshi
36-6479875,8/14/2019,Teddie,Everit,Male,2/7/1980,1,0,,1,0,0,Product Management,Cuba,Esmeralda,1,Needs Improvement,Exceeds Expectations,Chinese
76-9406880,8/26/2019,Jonas,Tunnick,Male,1/24/1978,1,0,,1,0,0,Human Resources,Afghanistan,Āsmār,3,Needs Improvement,Outstanding,African
03-6751921,5/19/2019,Hildegaard,Lean,Female,9/11/1969,1,0,,0,0,0,Legal,Ukraine,Pidhaytsi,2,Unacceptable,Meets Expectations,Caribbean
94-1804874,9/29/2019,Lindsay,Troutbeck,Male,5/22/1956,1,0,,1,0,0,Research and Development,Philippines,San Francisco,9,Unacceptable,Exceeds Expectations,White
79-5803537,9/12/2022,Renato,Kubik,Male,10/1/1999,1,0,,1,0,0,Business Development,Nigeria,Kwale,10,Meets Expectations,Needs Improvement,Arab
41-3131349,3/26/2022,Myrtle,Dimic,Female,4/1/1955,1,0,,1,0,0,Training,United States,Anniston,7,Unacceptable,Unacceptable,Irish
56-9948610,7/9/2019,Kurtis,Reeders,Male,8/12/1963,1,0,,1,0,0,Services,Laos,Pakxong,10,Outstanding,Needs Improvement,African
91-0330796,7/30/2021,Fredek,Penella,Male,11/9/1966,1,0,,0,0,0,Marketing,Syria,Sa‘sa‘,2,Needs Improvement,Unacceptable,Arab
19-6606753,12/31/2020,Dru,Godain,Male,7/28/1956,1,0,,0,0,0,Business Development,Greece,Aráchova,6,Meets Expectations,Exceeds Expectations,Indian
44-7295263,7/15/2021,Garold,Beckford,Male,4/26/2001,1,0,,0,0,0,Sales,Portugal,Gradil,5,Exceeds Expectations,Meets Expectations,Bangladeshi
87-8975058,1/27/2020,Ruprecht,Armstrong,Male,2/15/1964,1,0,,0,0,0,Human Resources,China,Guanzhou,5,Meets Expectations,Needs Improvement,African
79-5016537,4/8/2019,Kenn,Money,Male,10/16/1981,1,0,,1,0,0,Human Resources,Israel,Na'ale,8,Outstanding,Needs Improvement,White
05-6988038,2/17/2019,Dru,Kermon,Male,12/18/1970,1,0,,1,0,0,Sales,Albania,Poroçan,1,Meets Expectations,Exceeds Expectations,White 
16-3921521,1/3/2022,Lou,Lukianovich,Male,3/22/1956,1,0,,0,0,0,Support,Ukraine,Hlyboka,4,Outstanding,Outstanding,White
04-8099519,7/31/2022,Patrizio,Pock,Male,5/18/1964,1,1,5/25/2022,0,1,0,Marketing,France,Bourg-en-Bresse,7,Exceeds Expectations,Outstanding,Chinese
91-6133554,9/8/2020,Tull,Sprigin,Male,6/26/1993,1,0,,0,0,0,Support,China,Xincheng,10,Unacceptable,Needs Improvement,Pakistani
13-6724022,3/25/2021,Herculie,Ondrasek,Male,9/16/2000,1,0,,1,0,0,Accounting,United States,Toledo,5,Exceeds Expectations,Meets Expectations,White
58-8649957,3/23/2019,Templeton,Ternouth,Male,10/3/1987,1,0,,1,0,0,Business Development,China,Yangjingziwan,4,Exceeds Expectations,Unacceptable,Indian
47-4825710,6/19/2020,Giustino,Halsworth,Male,12/22/1998,1,0,,1,0,0,Services,Portugal,Igreja,8,Exceeds Expectations,Outstanding,Pakistani
88-6755015,7/19/2021,Pippo,Cutten,Male,3/10/1966,1,0,,1,0,0,Support,China,Xijiao,5,Meets Expectations,Needs Improvement,Bangladeshi
53-7354233,6/29/2019,Leif,Hannabus,Male,3/17/1961,1,0,,1,0,0,Services,Indonesia,Kalijeruk,3,Outstanding,Needs Improvement,Chinese
76-6847469,3/25/2019,Alis,Rzehor,Female,7/29/1997,1,0,,0,0,0,Accounting,Indonesia,Kedungharjo,6,Meets Expectations,Needs Improvement,African
20-0697086,6/27/2022,Keen,Landa,Male,11/23/1967,1,0,,1,0,0,Support,Ireland,Donabate,5,Meets Expectations,Needs Improvement,Caribbean
62-0501462,10/4/2019,Carola,Beeswing,Female,6/27/1990,1,0,,0,0,0,Legal,Japan,Muroto-misakicho,5,Needs Improvement,Meets Expectations,White
93-7507575,11/9/2020,Kania,Gregore,Female,1/2/2003,1,0,,0,0,0,Research and Development,France,Alès,9,Outstanding,Needs Improvement,Arab
37-3334021,4/22/2021,Hillard,Hambatch,Male,2/17/1963,1,0,,1,0,0,Product Management,Russia,Kamyshin,3,Needs Improvement,Needs Improvement,Irish
66-2613099,1/18/2020,Doloritas,Kline,Female,10/30/1950,1,0,,0,0,0,Services,Indonesia,Cibeunying,2,Meets Expectations,Exceeds Expectations,African
07-7016926,6/16/2020,Candi,Gong,Polygender,5/30/1980,1,0,,0,0,0,Product Management,North Korea,Sŏnbong,1,Exceeds Expectations,Meets Expectations,Arab
